# Wordlist

# DATA
ID	DOCULECT	CONCEPT	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
6893	Maru	thief	khuk⁵⁵xa̱p⁵⁵	kh u k ⁵⁵ + ˀx a p ⁵⁵	i n c t + i n c t	kh u - k ⁵⁵ + ˀx a p ⁵⁵	15149 16967
8530	Bola	thief	khau³¹pju⁵⁵	kh au ³¹ + p j u ⁵⁵	i n t + i m n t	kh au - - ³¹ + p j u ⁵⁵	15149 16966
10249	Lashi	thief	khou⁵⁵xɔp⁵⁵	kh ou ⁵⁵ + x ɔ p ⁵⁵	i n t + i n c t	kh ou - - ⁵⁵ + x ɔ p ⁵⁵	15149 16967
#
99	Rangoon	thigh	pɑ̃u²²	p ɑ̃ u ∼ ²²	i n N c t	p ɑ̃ u ∼ ²²	16983
1923	Achang_Longchuan	thigh	tɕhi⁵⁵san⁵⁵	tɕʰ i ⁵⁵ + s a n ⁵⁵	i n t + i n c t	tɕʰ i ⁵⁵ + s a n ⁵⁵	16978 16979
3582	Xiandao	thigh	lam⁵⁵pau⁵³	l a m ⁵⁵ + p au ⁵³	i n c t + i n t	l a m ⁵⁵ + p au - - ⁵³	16984 16981
5035	Atsi	thigh	ta̱ŋ²¹pau⁵⁵	ˀt a ŋ ²¹ + p a u ⁵⁵	i n c t + i n N t	ˀt a ŋ ²¹ + p a u - ⁵⁵	16980 16981
6816	Maru	thigh	tɔ̃⁵⁵puk⁵⁵	t ɔ̃ ∼ ⁵⁵ + p u k ⁵⁵	i n c t + i n c t	t ɔ̃ ∼ ⁵⁵ + p u - k ⁵⁵	16980 16981
8446	Bola	thigh	tɔ̱̃³⁵pau³¹	ˀt ɔ̃ ∼ ³⁵ + p au ³¹	i n c t + i n t	ˀt ɔ̃ ∼ ³⁵ + p au - - ³¹	16980 16981
10173	Lashi	thigh	ta̱ŋ⁵⁵pou⁵⁵	ˀt a ŋ ⁵⁵ + p ou ⁵⁵	i n c t + i n t	ˀt a ŋ ⁵⁵ + p ou - - ⁵⁵	16980 16981
11820	Old_Burmese	thigh	aʔ◦po₂ṅ	ʔ a ⁵³ + p ʊ ŋ ²²	i n t + i n c t	ʔ a ⁵³ + p ʊ - ŋ ²²	16982 16983
#
897	Rangoon	thin	pɑ⁵⁵	p ɑ ⁵⁵	i n t	p ɑ ⁵⁵	16995
938	Rangoon	thin	pẽ²²	p ẽ ∼ ²²	i n c t	p ẽ ∼ ²²	16999
2652	Achang_Longchuan	thin	ɕam³⁵	ɕ a m ³⁵	i n c t	ɕ - a m ³⁵	16994
2695	Achang_Longchuan	thin	kuak⁵⁵	k ua k ⁵⁵	i n c t	k ua k ⁵⁵	16996
4211	Xiandao	thin	çam³⁵	ç a m ³⁵	i n c t	ç - a m ³⁵	16994
4250	Xiandao	thin	kɔk⁵⁵	k ɔ k ⁵⁵	i n c t	k ɔ k ⁵⁵	16996
5827	Atsi	thin	ja̱m⁵⁵	ˀ/ʔ j a m ⁵⁵	i m n c t	ˀ/ʔ j a m ⁵⁵	16994
5870	Atsi	thin	kji⁵⁵	k j i ⁵⁵	i m n t	k j i ⁵⁵	16997
7528	Maru	thin	pɔ̱³⁵	ˀp ɔ ³⁵	i n t	ˀp ɔ ³⁵	16995
7569	Maru	thin	ŋauŋ³⁵	ŋ au ŋ ³⁵	i n c t	ŋ au ŋ ³⁵	16998
9208	Bola	thin	pa̱³⁵	ˀp a ³⁵	i n t	ˀp a ³⁵	16995
9250	Bola	thin	kji³⁵	k j i ³⁵	i m n t	k j i ³⁵	16997
10855	Lashi	thin	pɔ̱ː⁵⁵	ˀp ɔː ⁵⁵	i n t	ˀp ɔː ⁵⁵	16995
10894	Lashi	thin	kjiː⁵⁵	k j iː ⁵⁵	i m n t	k j iː ⁵⁵	16997
#
945	Rangoon	thin (hair)	tɕɛ⁵⁵	tɕ ɛ ⁵⁵	i n t	tɕ - ɛ ⁵⁵	17009
2702	Achang_Longchuan	thin (hair)	kʐua³¹	k ʐ ua ³¹	i m n t	k ʐ ua ³¹	17009
4256	Xiandao	thin (hair)	kʐo³¹	kʐ o ³¹	i n t	kʐ - o ³¹	17009
5877	Atsi	thin (hair)	ʒan⁵⁵	ʒ a n ⁵⁵	i n c t	ʒ a n ⁵⁵	17010
7573	Maru	thin (hair)	kja³¹	k j a ³¹	i m n t	k j a ³¹	17009
9257	Bola	thin (hair)	ʒan³⁵	ʒ a n ³⁵	i n c t	ʒ a n ³⁵	17010
#
11988	Old_Burmese	thin (in diameter) / fine / tiny	siyḥ	s ə j ⁵⁵	i n c t	s ə j ⁵⁵	17016
11989	Old_Burmese	thin (in diameter) / fine / tiny	paḥ	p a ⁵⁵	i n t	p a ⁵⁵	17017
11990	Old_Burmese	thin (in diameter) / fine / tiny	pin	p i n ²²	i n c t	p i n ²²	17018
#
1769	Rangoon	thin (in diameter) / fine / tiny (note:fine)	tθe⁵⁵	tθ e ⁵⁵	i n t	tθ e ⁵⁵	17022
3467	Achang_Longchuan	thin (in diameter) / fine / tiny (note:fine)	ȵi⁵⁵	ȵ i ⁵⁵	i n t	ȵ i ⁵⁵	17020
4921	Xiandao	thin (in diameter) / fine / tiny (note:fine)	ɲɛ⁵¹	ɲ ɛ ⁵¹	i n t	ɲ ɛ ⁵¹	17020
6703	Atsi	thin (in diameter) / fine / tiny (note:fine)	tsa̱i⁵⁵	ˀts a i ⁵⁵	i n N t	ˀts a i ⁵⁵	17021
8335	Maru	thin (in diameter) / fine / tiny (note:fine)	ŋai⁵⁵	ŋ ai ⁵⁵	i n t	ŋ ai ⁵⁵	17020
10062	Bola	thin (in diameter) / fine / tiny (note:fine)	ŋai⁵⁵	ŋ ai ⁵⁵	i n t	ŋ ai ⁵⁵	17020
11590	Lashi	thin (in diameter) / fine / tiny (note:fine)	tsa̱ːi³⁵	ˀts aːi ³⁵	i n t	ˀts aːi - ³⁵	17021
#
490	Rangoon	thing	piʔ⁴si⁵⁵	p i ʔ ⁴ + s i ⁵⁵	i n c t + i n t	p i ʔ ⁴ + s i - ⁵⁵	17031 17028
2278	Achang_Longchuan	thing	ȵiŋ³¹ʐua³⁵	ȵ i ŋ ³¹ + ʐ ua ³⁵	i n c t + i n t	ȵ i ŋ ³¹ + ʐ ua ³⁵	17028 7059
3901	Xiandao	thing	ʐɯŋ³¹ʐɔ³⁵	ʐ ɯ ŋ ³¹ + ʐ ɔ ³⁵	i n c t + i n t	ʐ ɯ ŋ ³¹ + ʐ ɔ ³⁵	17028 7059
5421	Atsi	thing	a²¹tsiŋ⁵⁵	/ʔ a ²¹ + ts i ŋ ⁵⁵	i n t + i n c t	/ʔ a ²¹ + ts i ŋ ⁵⁵	17030 17028
7162	Maru	thing	a²¹tsaŋ⁵⁵	/ʔ a ²¹ + ts a ŋ ⁵⁵	i n t + i n c t	/ʔ a ²¹ + ts a ŋ ⁵⁵	17030 17028
8810	Bola	thing	tsai⁵⁵	ts ai ⁵⁵	i n t	ts ai - ⁵⁵	17028
10506	Lashi	thing	a³¹tsəŋ⁵⁵	/ʔ a ³¹ + ts ə ŋ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + ts ə ŋ ⁵⁵	17030 17028
#
1622	Rangoon	think	twe⁵⁵	t w e ⁵⁵	i m n t	t w e - ⁵⁵	17044
3329	Achang_Longchuan	think	sam⁵⁵	s a m ⁵⁵	i n c t	s a m ⁵⁵	17042
4796	Xiandao	think	tak⁵⁵	t a k ⁵⁵	i n c t	t a k ⁵⁵	17045
6557	Atsi	think	mjit²¹	m j i t ²¹	i m n c t	m j i t ²¹	9316
8190	Maru	think	mjik³¹	m j i k ³¹	i m n c t	m j i k ³¹	9316
9918	Bola	think	mjɔt³¹	m j ɔ t ³¹	i m n c t	m j ɔ t ³¹	9316
11469	Lashi	think	mjiːt³¹	m j iː t ³¹	i m n c t	m j iː t ³¹	9316
11766	Old_Burmese	think	tuyḥ	t u j ⁵⁵	i n c t	t - u j ⁵⁵	17044
#
1536	Rangoon	thinner, get (body)	pẽ²²	p ẽ ∼ ²²	i n c t	p ẽ ∼ ²²	17053
3247	Achang_Longchuan	thinner, get (body)	kuak⁵⁵	k ua k ⁵⁵	i n c t	k ua k ⁵⁵	16996
4718	Xiandao	thinner, get (body)	kɔk⁵⁵	k ɔ k ⁵⁵	i n c t	k ɔ k ⁵⁵	16996
6470	Atsi	thinner, get (body)	kji⁵⁵	k j i ⁵⁵	i m n t	k j i ⁵⁵	17052
8106	Maru	thinner, get (body)	kji⁵⁵	k j i ⁵⁵	i m n t	k j i ⁵⁵	17052
9832	Bola	thinner, get (body)	kji³⁵	k j i ³⁵	i m n t	k j i ³⁵	17052
11395	Lashi	thinner, get (body)	kjiː³³	k j iː ³³	i m n t	k j iː ³³	17052
#
1378	Rangoon	thirsty, be	je²²ŋɑʔ⁴	/ʔ j e ²² + ŋ ɑ ʔ ⁴	i m n t + i n c t	/ʔ j e ²² + ŋ ɑ ʔ ⁴	17065 17064
3094	Achang_Longchuan	thirsty, be	ʂut⁵⁵	ʂ u t ⁵⁵	i n c t	ʂ u t ⁵⁵	17059
6311	Atsi	thirsty, be	vui⁵¹sit⁵⁵	v u i ⁵¹ + s i t ⁵⁵	i m n t + i n c t	v u i ⁵¹ + s i t ⁵⁵	17060 17059
7952	Maru	thirsty, be	fai⁵⁵	f ai ⁵⁵	i n t	f - ai ⁵⁵	17060
9673	Bola	thirsty, be	khjauŋ³⁵fɛ³⁵	khj au ŋ ³⁵ + f ɛ ³⁵	i n c t + i n t	khj - au ŋ ³⁵ + f - ɛ ³⁵	3691 17060
11251	Lashi	thirsty, be	khjuŋ⁵⁵xəː⁵³	kh j u ŋ ⁵⁵ + x əː ⁵³	i m n c t + i n t	kh j u ŋ ⁵⁵ + x əː ⁵³	3691 17062
11912	Old_Burmese	thirsty, be	riy◦ṅat	r ə j ²² + ŋ a t ⁴	i n c t + i n c t	r ə j ²² + ŋ a t ⁴	17063 17064
#
763	Rangoon	thirteen	shɛ⁵³tθõ⁵⁵	sʰ ɛ ⁵³ + tθ õ ∼ ⁵⁵	i n t + i n c t	sʰ ɛ ⁵³ + tθ õ ∼ ⁵⁵	6701 17073
2519	Achang_Longchuan	thirteen	tɕhe⁵⁵sum³¹	tɕʰ e ⁵⁵ + s u m ³¹	i n t + i n c t	tɕʰ e ⁵⁵ + s u m ³¹	6701 17073
4090	Xiandao	thirteen	sip⁵⁵sam⁵⁵	s i p ⁵⁵ + s a m ⁵⁵	i n c t + i n c t	s i p ⁵⁵ + s a m ⁵⁵	17077 17073
5692	Atsi	thirteen	lă²¹tshe⁵¹sum²¹	l ă ²¹ + tsʰ e ⁵¹ + s u m ²¹	i n t + i n t + i n c t	l ă ²¹ + tsʰ e ⁵¹ + s u m ²¹	17074 6701 17073
7394	Maru	thirteen	tă³¹tshɛ³¹sam³¹	t ă ³¹ + tsh ɛ ³¹ + s a m ³¹	i n t + i n t + i n c t	t ă ³¹ + tsh ɛ ³¹ + s a m ³¹	6701 17076 17073
9073	Bola	thirteen	tă³¹thai⁵⁵sam⁵⁵	t ă ³¹ + th ai ⁵⁵ + s a m ⁵⁵	i n t + i n t + i n c t	t ă ³¹ + th ai ⁵⁵ + s a m ⁵⁵	6701 17075 17073
10725	Lashi	thirteen	tshĕ³³sɔm⁵⁵	tsh ĕ ³³ + s ɔ m ⁵⁵	i n t + i n c t	tsh ĕ ³³ + s ɔ m ⁵⁵	6701 17073
#
771	Rangoon	thirty	tθõ⁵⁵shɛ²²	tθ õ ∼ ⁵⁵ + sʰ ɛ ²²	i n c t + i n t	tθ õ ∼ ⁵⁵ + sʰ ɛ ²²	17196 16728
2527	Achang_Longchuan	thirty	sum³¹tɕhe⁵⁵	s u m ³¹ + tɕʰ e ⁵⁵	i n c t + i n t	s u m ³¹ + tɕʰ e ⁵⁵	17196 16728
4098	Xiandao	thirty	sum³¹tshi⁵⁵	s u m ³¹ + tsh i ⁵⁵	i n c t + i n t	s u m ³¹ + tsh i ⁵⁵	17196 16728
5699	Atsi	thirty	sum²¹tshe⁵¹	s u m ²¹ + tsʰ e ⁵¹	i n c t + i n t	s u m ²¹ + tsʰ e ⁵¹	17196 16728
7402	Maru	thirty	sam³¹tshɛ³¹	s a m ³¹ + tsh ɛ ³¹	i n c t + i n t	s a m ³¹ + tsh ɛ ³¹	17196 16728
9081	Bola	thirty	sam⁵⁵thai⁵⁵	s a m ⁵⁵ + th ai ⁵⁵	i n c t + i n t	s a m ⁵⁵ + th ai ⁵⁵	17196 16728
10733	Lashi	thirty	sɔm⁵⁵tshe³³	s ɔ m ⁵⁵ + tsh e ³³	i n c t + i n t	s ɔ m ⁵⁵ + tsh e ³³	17196 16728
#
860	Rangoon	this	tθi²²	tθ i ²²	i n t	tθ i ²²	17106
2616	Achang_Longchuan	this	xai⁵⁵	x ai ⁵⁵	i n t	x - ai ⁵⁵	17352
4179	Xiandao	this	xai⁵⁵	x ai ⁵⁵	i n t	x - ai ⁵⁵	17352
5790	Atsi	this	xji⁵¹	x j i ⁵¹	i m n t	x j i ⁵¹	17352
7491	Maru	this	tʃhɛ³¹	tʃh ɛ ³¹	i n t	tʃh ɛ ³¹	17106
9173	Bola	this	tʃhə⁵⁵	tʃh ə ⁵⁵	i n t	tʃh ə ⁵⁵	17106
10819	Lashi	this	xjɛ³³	x j ɛ ³³	i m n t	x j ɛ ³³	17352
11767	Old_Burmese	this	i	ʔ i ²²	i n t	ʔ i ²²	17107
#
863	Rangoon	this side / here	ho²² bɛʔ⁴	h o ²² + b ɛ ʔ ⁴	i n t + i n c t	h o ²² + b ɛ ʔ ⁴	17120 17121
2619	Achang_Longchuan	this side / here	xai⁵⁵ pa³¹	x ai ⁵⁵ + p a ³¹	i n t + i n t	x - ai ⁵⁵ + p - a - ³¹	17352 17115
4182	Xiandao	this side / here	xai⁵⁵ pa³¹	x ai ⁵⁵ + p a ³¹	i n t + i n t	x - ai ⁵⁵ + p - a - ³¹	17352 17115
5793	Atsi	this side / here	xji⁵¹ ma⁵⁵	x j i ⁵¹ + m a ⁵⁵	i m n t + i n t	x j i ⁵¹ + m a ⁵⁵	17352 17116
7494	Maru	this side / here	tʃhɛ̆³¹ khjɔ³¹	tʃh ɛ̆ ³¹ + kh j ɔ ³¹	i n t + i m n t	tʃh ɛ̆ ³¹ + kh j ɔ ³¹	16902 17119
9176	Bola	this side / here	tʃhə̆⁵⁵khjɛ̃	tʃh ə̆ ⁵⁵ + khj ɛ̃ ∼	i n t + i n c	tʃh ə̆ ⁵⁵ + khj ɛ̃ ∼	16902 17118
10822	Lashi	this side / here	xjɛ³³phjaŋ⁵⁵	x j ɛ ³³ + ph j a ŋ ⁵⁵	i m n t + i m n c t	x j ɛ ³³ + ph j a ŋ ⁵⁵	17352 17115
#
733	Rangoon	this year	jɑ¹khu⁵³n̥iʔ⁴	/ʔ j ɑ ¹ + kʰ u ⁵³ + n̥ i ʔ ⁴	i m n t + i n t + i n c t	/ʔ j ɑ ¹ + kʰ u ⁵³ + n̥ i ʔ ⁴	9141 17129 17130
2493	Achang_Longchuan	this year	xai⁵⁵nək⁵⁵	x ai ⁵⁵ + n ə k ⁵⁵	i n t + i n c t	x ai ⁵⁵ + n ə k ⁵⁵	17129 17130
4065	Xiandao	this year	fu³¹n̥ɤk⁵⁵	f u ³¹ + n̥ ɤ k ⁵⁵	i n t + i n c t	f u ³¹ + n̥ ɤ k ⁵⁵	17133 17130
5661	Atsi	this year	khĕ⁵⁵tsan⁵¹	kʰ ĕ ⁵⁵ + ts a n ⁵¹	i n t + i n c t	kʰ ĕ ⁵⁵ + ts a n ⁵¹	17129 103
7368	Maru	this year	a³¹na⁵⁵tsəŋ³¹	/ʔ a ³¹ + n a ⁵⁵ + ts ə ŋ ³¹	i n t + i n t + i n c t	/ʔ - a ³¹ + n a - ⁵⁵ + ts ə ŋ ³¹	9141 17130 103
9042	Bola	this year	a³¹khə̆³¹tɛ̃⁵⁵	/ʔ a ³¹ + kh ə̆ ³¹ + t ɛ̃ ∼ ⁵⁵	i n t + i n t + i n c t	/ʔ - a ³¹ + kh ə̆ ³¹ + t ɛ̃ ∼ ⁵⁵	9141 17129 103
10697	Lashi	this year	khə̆⁵⁵tsan³¹	kh ə̆ ⁵⁵ + ts a n ³¹	i n t + i n c t	kh ə̆ ⁵⁵ + ts a n ³¹	17129 103
#
369	Rangoon	thorn / splinter	shu⁵⁵	sʰ u ⁵⁵	i n t	sʰ u ⁵⁵	17147
2168	Achang_Longchuan	thorn / splinter	tɕo³¹	tɕ o ³¹	i n t	tɕ o ³¹	17147
3814	Xiandao	thorn / splinter	cu³¹	c u ³¹	i n t	c u ³¹	17147
5301	Atsi	thorn / splinter	tsu²¹	ts u ²¹	i n t	ts u ²¹	17147
7053	Maru	thorn / splinter	tsau³⁵	ts au ³⁵	i n t	ts au ³⁵	17147
8692	Bola	thorn / splinter	tu³¹	t u ³¹	i n t	t u ³¹	17147
10405	Lashi	thorn / splinter	tsu³³	ts u ³³	i n t	ts u ³³	17147
11898	Old_Burmese	thorn / splinter	chuḥ	tɕh u ⁵⁵	i n t	tɕh u ⁵⁵	17147
#
867	Rangoon	those	ho²² hɑ²² twe²²	h o ²² + h ɑ ²² + t w e ²²	i n t + i n t + i m n t	h o ²² + h ɑ ²² + t w e ²²	17160 17161 17162
2623	Achang_Longchuan	those	the⁵⁵ȵeʔ³¹	tʰ e ⁵⁵ + ȵ e ʔ ³¹	i n t + i n c t	tʰ e ⁵⁵ + ȵ e ʔ ³¹	16829 17157
4186	Xiandao	those	thɛ⁵⁵n̥ɛʔ³¹	th ɛ ⁵⁵ + n̥ ɛ ʔ ³¹	i n t + i n c t	th ɛ ⁵⁵ + n̥ ɛ ʔ ³¹	16829 17157
5797	Atsi	those	xje⁵¹ pe̱⁵⁵	x j e ⁵¹ + ˀp e ⁵⁵	i m n t + i n t	x j e ⁵¹ + ˀp e ⁵⁵	17158 17159
7498	Maru	those	thø⁵⁵ pɛ̱⁵⁵	th ø ⁵⁵ + ˀp ɛ ⁵⁵	i n t + i n t	th ø ⁵⁵ + ˀp ɛ ⁵⁵	16829 17159
9179	Bola	those	thɔ̆i⁵⁵pɛ̱³¹	th ɔ̆i ⁵⁵ + ˀp ɛ ³¹	i n t + i n t	th ɔ̆i ⁵⁵ + ˀp ɛ ³¹	16829 17159
10826	Lashi	those	xɛ³³pə⁵⁵	x ɛ ³³ + p ə ⁵⁵	i n t + i n t	x - ɛ ³³ + p ə ⁵⁵	17158 17159
#
780	Rangoon	thousand	thɑ̃u²²	tʰ ɑ̃ u ∼ ²²	i n N c t	tʰ ɑ̃ u ∼ ²²	17172
2535	Achang_Longchuan	thousand	xiŋ⁵¹	x i ŋ ⁵¹	i n c t	x i - ŋ ⁵¹	17172
4107	Xiandao	thousand	çɛŋ⁵¹	ç ɛ ŋ ⁵¹	i n c t	ç ɛ - ŋ ⁵¹	17172
5708	Atsi	thousand	tshen⁵⁵	tsʰ e n ⁵⁵	i n c t	tsʰ e - n ⁵⁵	17172
7411	Maru	thousand	tshɛn³⁵	tsh ɛ n ³⁵	i n c t	tsh ɛ - n ³⁵	17172
9090	Bola	thousand	tshɛn³⁵	tsh ɛ n ³⁵	i n c t	tsh ɛ - n ³⁵	17172
#
434	Rangoon	thread	tɕhi²²	tɕʰ i ²²	i n t	tɕʰ - i - ²²	17179
2225	Achang_Longchuan	thread	khʐəŋ⁵⁵	kʰ ʐ ə ŋ ⁵⁵	i m n c t	kʰ ʐ ə ŋ ⁵⁵	17179
3865	Xiandao	thread	khɯŋ⁵⁵	kh ɯ ŋ ⁵⁵	i n c t	kh - ɯ ŋ ⁵⁵	17179
5366	Atsi	thread	khjiŋ⁵¹	kʰ j i ŋ ⁵¹	i m n c t	kʰ j i ŋ ⁵¹	17179
7112	Maru	thread	kjhaŋ³¹	k jh a ŋ ³¹	i m n c t	k jh a ŋ ³¹	17179
8756	Bola	thread	khjaŋ⁵⁵	khj a ŋ ⁵⁵	i n c t	khj - a ŋ ⁵⁵	17179
10459	Lashi	thread	khjəŋ³³	kh j ə ŋ ³³	i m n c t	kh j ə ŋ ³³	17179
11838	Old_Burmese	thread	khrañ	kh r a ɲ ²²	i m n c t	kh r a ɲ ²²	17179
#
1118	Rangoon	thread (a needle)	ɕo²²	ɕ o ²²	i n t	ɕ o ²²	16163
2862	Achang_Longchuan	thread (a needle)	ʂoi⁵⁵	ʂ oi ⁵⁵	i n t	ʂ oi ⁵⁵	16163
4387	Xiandao	thread (a needle)	xʐoi⁵⁵	xʐ oi ⁵⁵	i n t	xʐ oi ⁵⁵	16163
6053	Atsi	thread (a needle)	tʃoi⁵⁵	tʃ o i ⁵⁵	i n N t	tʃ o i ⁵⁵	17189
7723	Maru	thread (a needle)	tʃu̱i³¹	ˀtʃ ui ³¹	i n t	ˀtʃ ui - ³¹	17189
9428	Bola	thread (a needle)	tʃø̱⁵⁵	ˀtʃ ø ⁵⁵	i n t	ˀtʃ ø - ⁵⁵	17189
11038	Lashi	thread (a needle)	tʃaːu⁵⁵	tʃ aːu ⁵⁵	i n t	tʃ aːu - ⁵⁵	17189
#
753	Rangoon	three	tθõ⁵⁵	tθ õ ∼ ⁵⁵	i n c t	tθ õ ∼ ⁵⁵	17196
2509	Achang_Longchuan	three	sum³¹	s u m ³¹	i n c t	s u m ³¹	17196
4080	Xiandao	three	sum³¹	s u m ³¹	i n c t	s u m ³¹	17196
5682	Atsi	three	sum²¹	s u m ²¹	i n c t	s u m ²¹	17196
7384	Maru	three	sam³¹	s a m ³¹	i n c t	s a m ³¹	17196
9063	Bola	three	sam⁵⁵	s a m ⁵⁵	i n c t	s a m ⁵⁵	17196
10715	Lashi	three	sɔm⁵⁵	s ɔ m ⁵⁵	i n c t	s ɔ m ⁵⁵	17196
11768	Old_Burmese	three	sumḥ	s u m ⁵⁵	i n c t	s u m ⁵⁵	17196
#
698	Rangoon	three days ago	tɑ⁵³mjɑ̃²²mɑ⁵³ne⁵³	t ɑ ⁵³ + m j ɑ̃ ∼ ²² + m ɑ ⁵³ + n e ⁵³	i n t + i m n c t + i n t + i n t	t ɑ ⁵³ + m j ɑ̃ ∼ ²² + m ɑ ⁵³ + n - e - ⁵³	17215 17216 17217 19500
2463	Achang_Longchuan	three days ago	si⁵¹si³¹ȵen³⁵	s i ⁵¹ + s i ³¹ + ȵ e n ³⁵	i n t + i n t + i n c t	s i ⁵¹ + s i ³¹ + ȵ - e n ³⁵	17205 17206 19500
5625	Atsi	three days ago	pho⁵¹va⁵¹ŋji⁵⁵	pʰ o ⁵¹ + v a ⁵¹ + ŋ j i ⁵⁵	i n t + i n t + i m n t	pʰ o ⁵¹ + v a - ⁵¹ + ŋ j i - ⁵⁵	17208 17209 19500
7335	Maru	three days ago	xək⁵⁵ɣɔ⁵⁵nɛʔ³¹	x ə k ⁵⁵ + ɣ ɔ ⁵⁵ + n ɛ ʔ ³¹	i n c t + i n t + i n c t	x ə k ⁵⁵ + ɣ ɔ ⁵⁵ + n ɛ ʔ ³¹	17209 17214 4298
9007	Bola	three days ago	xəi⁵⁵ɣa³¹nɛʔ³¹	x əi ⁵⁵ + ɣ a ³¹ + n ɛ ʔ ³¹	i n t + i n t + i n c t	x əi - ⁵⁵ + ɣ a ³¹ + n ɛ ʔ ³¹	17209 17210 4298
10664	Lashi	three days ago	ʃə̱k⁵⁵kɛ³¹jɔ³¹ŋjei⁵⁵	ˀʃ ə k ⁵⁵ + k ɛ ³¹ + /ʔ j ɔ ³¹ + ŋ j ei ⁵⁵	i n c t + i n t + i m n t + i m n t	ˀʃ ə k ⁵⁵ + k ɛ - ³¹ + /ʔ j ɔ ³¹ + ŋ j ei - ⁵⁵	17212 17209 17213 19500
#
2466	Achang_Longchuan	three days from now	phă⁵⁵ȵui⁵⁵	pʰ ă ⁵⁵ + ȵ ui ⁵⁵	i n t + i n t	pʰ ă ⁵⁵ + ȵ - ui - ⁵⁵	17226 17227
5628	Atsi	three days from now	nuʔ²¹phə⁵¹nap²¹	n u ʔ ²¹ + pʰ ə ⁵¹ + n a p ²¹	i n c t + i n t + i n c t	n u ʔ ²¹ + pʰ ə ⁵¹ + n - a p ²¹	17228 17226 17227
7338	Maru	three days from now	pə̆³¹phɔ⁵⁵nɛʔ³¹	p ə̆ ³¹ + ph ɔ ⁵⁵ + n ɛ ʔ ³¹	i n t + i n t + i n c t	p ə̆ ³¹ + ph ɔ ⁵⁵ + n - ɛ ʔ ³¹	17226 17232 17227
9010	Bola	three days from now	pa⁵⁵pha⁵⁵nɛʔ³¹	p a ⁵⁵ + ph a ⁵⁵ + n ɛ ʔ ³¹	i n t + i n t + i n c t	p a ⁵⁵ + ph a ⁵⁵ + n - ɛ ʔ ³¹	17226 17229 17227
10667	Lashi	three days from now	puk³¹phə̆⁵⁵nap³¹ŋjei⁵⁵	/ʔ p u k ³¹ + ph ə̆ ⁵⁵ + /ʔ n a p ³¹ + ŋ j ei ⁵⁵	i m n i t + i n t + i m n c t + i m n t	/ʔ p u + ph ə̆ ⁵⁵ + /ʔ n a p ³¹ + ŋ j ei ⁵⁵	17230 17226 17227 17231
#
1146	Rangoon	thresh grain	tɑ⁵³lĩ⁵⁵nɛ²²	t ɑ ⁵³ + l ĩ ∼ ⁵⁵ + n ɛ ²²	i n t + i n c t + i n t	t ɑ ⁵³ + l ĩ ∼ ⁵⁵ + n ɛ ²²	17243 17244 17245
6081	Atsi	thresh grain	pat²¹	p a t ²¹	i n c t	p a t ²¹	17242
#
2270	Achang_Longchuan	threshold	maŋ³¹khan⁵⁵	m a ŋ ³¹ + kʰ a n ⁵⁵	i n c t + i n c t	m a ŋ ³¹ + kʰ a n ⁵⁵	17247 17248
3895	Xiandao	threshold	pak³¹khan⁵⁵	p a k ³¹ + kh a n ⁵⁵	i n c t + i n c t	p a k ³¹ + kh a n ⁵⁵	17253 17248
5413	Atsi	threshold	khum²¹tun⁵⁵	kʰ u m ²¹ + t u n ⁵⁵	i n c t + i n c t	kʰ u m ²¹ + t u n ⁵⁵	4731 17250
7154	Maru	threshold	kham³⁵lɛʔ⁵⁵	kh a m ³⁵ + l ɛ ʔ ⁵⁵	i n c t + i n c t	kh a m ³⁵ + l ɛ ʔ ⁵⁵	4731 17252
8802	Bola	threshold	kham³⁵khji⁵⁵	kh a m ³⁵ + khj i ⁵⁵	i n c t + i n t	kh a m ³⁵ + khj i ⁵⁵	4731 17251
#
139	Rangoon	throat	ɑ²²khɑ̃u²²	/ʔ ɑ ²² + kʰ ɑ̃ u ∼ ²²	i n t + i n N c t	/ʔ ɑ ²² + kʰ - ɑ̃ u ∼ ²²	17261 17258
1961	Achang_Longchuan	throat	khʐɔŋ³¹tʂo³⁵	kʰ ʐ ɔ ŋ ³¹ + tʂ o ³⁵	i m n c t + i n t	kʰ ʐ ɔ - ŋ ³¹ + tʂ o ³⁵	17258 17259
3617	Xiandao	throat	khʐoŋ³¹tʐoŋ³¹	khʐ o ŋ ³¹ + tʐ o ŋ ³¹	i n c t + i n c t	khʐ - o - ŋ ³¹ + tʐ o ŋ ³¹	17258 17262
5073	Atsi	throat	khjuŋ ²¹toŋ²¹	kʰ j u ŋ ²¹ + t o ŋ ²¹	i m n c t + i n c t	kʰ j u - ŋ ²¹ + t o ŋ ²¹	17258 17260
6847	Maru	throat	khjauŋ³⁵	kh j au ŋ ³⁵	i m n c t	kh j au - ŋ ³⁵	17258
8481	Bola	throat	khjauŋ³⁵	khj au ŋ ³⁵	i n c t	khj - au - ŋ ³⁵	17258
10205	Lashi	throat	khjuŋ⁵⁵	kh j u ŋ ⁵⁵	i m n c t	kh j u - ŋ ⁵⁵	17258
#
1583	Rangoon	throw / hurl	piʔ⁴	p i ʔ ⁴	i n c t	p - i ʔ ⁴	17272
