# Wordlist

# DATA
ID	DOCULECT	CONCEPT	GLOSSID	IPA	TOKENS	STRUCTURE	ALIGNMENT	CROSSIDS
1079	Rangoon	unseam (clothing)	1075	phjɛ⁵⁵	pʰ j ɛ ⁵⁵	i m n t	pʰ j ɛ - ⁵⁵	18106
2828	Achang_Longchuan	unseam (clothing)	1075	tʂhuaʔ⁵⁵	tʂʰ ua ʔ ⁵⁵	i n c t	tʂʰ ua ʔ ⁵⁵	494
4357	Xiandao	unseam (clothing)	1075	tshiʔ⁵⁵	tsh i ʔ ⁵⁵	i n c t	tsh i ʔ ⁵⁵	494
6014	Atsi	unseam (clothing)	1075	phjoʔ⁵⁵	pʰ j o ʔ ⁵⁵	i m n c t	pʰ j o ʔ ⁵⁵	18106
7688	Maru	unseam (clothing)	1075	phjɔʔ⁵⁵	ph j ɔ ʔ ⁵⁵	i m n c t	ph j ɔ ʔ ⁵⁵	18106
9389	Bola	unseam (clothing)	1075	phjaʔ⁵⁵	ph j a ʔ ⁵⁵	i m n c t	ph j a ʔ ⁵⁵	18106
11007	Lashi	unseam (clothing)	1075	phjɔːʔ⁵⁵	ph j ɔː ʔ ⁵⁵	i m n c t	ph j ɔː ʔ ⁵⁵	18106
#
1499	Rangoon	untie / undo	1488	phjuʔ⁴	pʰ j u ʔ ⁴	i m n c t	pʰ j u ʔ ⁴	18115
3210	Achang_Longchuan	untie / undo	1488	phək⁵⁵	pʰ ə k ⁵⁵	i n c t	pʰ ə k ⁵⁵	18113
4685	Xiandao	untie / undo	1488	phi⁵⁵	ph i ⁵⁵	i n t	ph i - ⁵⁵	18113
6431	Atsi	untie / undo	1488	phik⁵⁵	pʰ i k ⁵⁵	i n c t	pʰ i k ⁵⁵	18113
8068	Maru	untie / undo	1488	phak⁵⁵	ph a k ⁵⁵	i n c t	ph a k ⁵⁵	18113
9793	Bola	untie / undo	1488	la̱ʔ⁵⁵ phəi⁵⁵	ˀl a ʔ ⁵⁵ + ph əi ⁵⁵	i n c t + i n t	ˀl a ʔ ⁵⁵ + ph əi - ⁵⁵	18114 18113
11361	Lashi	untie / undo	1488	phɔːi³¹	ph ɔːi ³¹	i n t	ph ɔːi - ³¹	18113
#
692	Rangoon	upper half of the body	689	ɑ⁵³thɛʔ⁴pɑ̃i⁵⁵	/ʔ ɑ ⁵³ + tʰ ɛ ʔ ⁴ + p ɑ̃ i ∼ ⁵⁵	i n t + i n c t + i n N c t	/ʔ ɑ ⁵³ + tʰ ɛ ʔ ⁴ + p ɑ̃ i ∼ ⁵⁵	14991 14519 18128
2458	Achang_Longchuan	upper half of the body	689	a³¹lum⁵¹tɕheŋ³¹	/ʔ a ³¹ + l u m ⁵¹ + tɕʰ e ŋ ³¹	i n t + i n c t + i n c t	/ʔ a ³¹ + l u m ⁵¹ + tɕʰ e ŋ ³¹	14991 18123 18124
9001	Bola	upper half of the body	689	phi³¹tam³¹thaʔ⁵⁵	ph i ³¹ + t a m ³¹ + th a ʔ ⁵⁵	i n t + i n c t + i n c t	ph i ³¹ + t a m ³¹ + th a ʔ ⁵⁵	18125 18126 14519
#
679	Rangoon	upper part of / upper reaches	676	ɑ⁵³ȵɑ²²	/ʔ ɑ ⁵³ + ɲ ɑ ²²	i n t + i n t	/ʔ ɑ ⁵³ + ɲ ɑ ²²	5331 18138
2448	Achang_Longchuan	upper part of / upper reaches	676	a³¹lum³¹	/ʔ a ³¹ + l u m ³¹	i n t + i n c t	/ʔ a ³¹ + l u m ³¹	5331 18133
4022	Xiandao	upper part of / upper reaches	676	ti⁵⁵mun⁵⁵	t i ⁵⁵ + m u n ⁵⁵	i n t + i n c t	t i ⁵⁵ + m u n ⁵⁵	18139 18136
5608	Atsi	upper part of / upper reaches	676	a²¹thoʔ⁵⁵	/ʔ a ²¹ + tʰ o ʔ ⁵⁵	i n t + i n c t	/ʔ a ²¹ + tʰ o ʔ ⁵⁵	5331 14519
7318	Maru	upper part of / upper reaches	676	thɔʔ⁵⁵mɛ³¹	th ɔ ʔ ⁵⁵ + m ɛ ³¹	i n c t + i n t	th ɔ ʔ ⁵⁵ + m ɛ ³¹	14519 18137
8988	Bola	upper part of / upper reaches	676	a³¹thaʔ⁵⁵khja⁵⁵	/ʔ a ³¹ + th a ʔ ⁵⁵ + khj a ⁵⁵	i n t + i n c t + i n t	/ʔ a ³¹ + th a ʔ ⁵⁵ + khj - a ⁵⁵	5331 14519 9850
10655	Lashi	upper part of / upper reaches	676	kjei³¹mɔn³¹	k j ei ³¹ + m ɔ n ³¹	i m n t + i n c t	k j ei ³¹ + m ɔ n ³¹	9850 18136
#
1809	Rangoon	upper part of / upper reaches (headwaters) (note:upstream)	1792	ɑ⁵³thɛʔ⁴	/ʔ ɑ ⁵³ + tʰ ɛ ʔ ⁴	i n t + i n c t	/ʔ ɑ ⁵³ + tʰ ɛ ʔ ⁴	18148 18149
#
469	Rangoon	upstairs	467	ɑ⁵³pɔ²²thɑʔ⁴	/ʔ ɑ ⁵³ + p ɔ ²² + tʰ ɑ ʔ ⁴	i n t + i n t + i n c t	/ʔ ɑ ⁵³ + p ɔ ²² + tʰ ɑ ʔ ⁴	18155 18156 18154
2256	Achang_Longchuan	upstairs	467	tɕɔŋ⁵⁵tɕaŋ⁵⁵	tɕ ɔ ŋ ⁵⁵ + tɕ a ŋ ⁵⁵	i n c t + i n c t	tɕ ɔ ŋ ⁵⁵ + tɕ a ŋ ⁵⁵	18151 18152
5399	Atsi	upstairs	467	kjam²¹thoʔ⁵⁵	k j a m ²¹ + tʰ o ʔ ⁵⁵	i m n c t + i n c t	k j a m ²¹ + tʰ o ʔ ⁵⁵	4793 18154
7140	Maru	upstairs	467	kjɛ̃³⁵thɔʔ⁵⁵	k j ɛ̃ ∼ ³⁵ + th ɔ ʔ ⁵⁵	i m n c t + i n c t	k j ɛ̃ ∼ ³⁵ + th ɔ ʔ ⁵⁵	4793 18154
8788	Bola	upstairs	467	kjɛ̃³¹thaʔ⁵⁵	k j ɛ̃ ∼ ³¹ + th a ʔ ⁵⁵	i m n c t + i n c t	k j ɛ̃ ∼ ³¹ + th a ʔ ⁵⁵	4793 18154
#
690	Rangoon	upwards	687	ɑ⁵³pɔ²²tθo⁵³	/ʔ ɑ ⁵³ + p ɔ ²² + tθ o ⁵³	i n t + i n t + i n t	/ʔ ɑ ⁵³ + p ɔ ²² + tθ o ⁵³	5331 18167 18168
5619	Atsi	upwards	687	a²¹thoʔ⁵⁵mai²¹	/ʔ a ²¹ + tʰ o ʔ ⁵⁵ + m a i ²¹	i n t + i n c t + i n N t	/ʔ a ²¹ + tʰ o ʔ ⁵⁵ + m a i ²¹	5331 14519 1154
7329	Maru	upwards	687	thɔʔ⁵⁵khjɔ³¹	th ɔ ʔ ⁵⁵ + kh j ɔ ³¹	i n c t + i m n t	th ɔ ʔ ⁵⁵ + kh j ɔ ³¹	14519 18166
8999	Bola	upwards	687	a³¹thaʔ⁵⁵mɛ⁵⁵	/ʔ a ³¹ + th a ʔ ⁵⁵ + m ɛ ⁵⁵	i n t + i n c t + i n t	/ʔ a ³¹ + th a ʔ ⁵⁵ + m ɛ - ⁵⁵	5331 14519 1154
#
1129	Rangoon	urge / hurry / speed up	1125	lɔ⁵⁵shɔ²²	l ɔ ⁵⁵ + sʰ ɔ ²²	i n t + i n t	l ɔ ⁵⁵ + sʰ ɔ ²²	18181 18182
2872	Achang_Longchuan	urge / hurry / speed up	1125	tʂhui³¹	tʂʰ ui ³¹	i n t	tʂʰ ui ³¹	18175
4396	Xiandao	urge / hurry / speed up	1125	mat⁵⁵	m a t ⁵⁵	i n c t	m a t ⁵⁵	2619
6064	Atsi	urge / hurry / speed up	1125	ʃĭ²¹tʃu̱t⁵⁵	ʃ ĭ ²¹ + ˀtʃ u t ⁵⁵	i n t + i n c t	ʃ ĭ ²¹ + ˀtʃ u t ⁵⁵	18176 18177
7733	Maru	urge / hurry / speed up	1125	khɛʔ⁵⁵	kh ɛ ʔ ⁵⁵	i n c t	kh ɛ ʔ ⁵⁵	2619
9439	Bola	urge / hurry / speed up	1125	mjɛ³¹nɔ̱̃⁵⁵	m j ɛ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	i m n t + i n c t	m j ɛ ³¹ + ˀn ɔ̃ ∼ ⁵⁵	18178 18179
11047	Lashi	urge / hurry / speed up	1125	khaːt⁵⁵	kh aː t ⁵⁵	i n c t	kh aː t ⁵⁵	2619
#
150	Rangoon	urine	150	shi⁵⁵	sʰ i ⁵⁵	i n t	sʰ - i - ⁵⁵	18187
1970	Achang_Longchuan	urine	150	kă³¹tʂhə³⁵	k ă ³¹ + tʂʰ ə ³⁵	i n t + i n t	k ă ³¹ + tʂʰ - ə - ³⁵	18186 18187
3626	Xiandao	urine	150	ʂɿ³¹ʂɯ³⁵	ʂ ɿ ³¹ + ʂ ɯ ³⁵	i n t + i n t	ʂ - ɿ - ³¹ + ʂ ɯ ³⁵	18187 18188
5084	Atsi	urine	150	i²¹	/ʔ i ²¹	i n t	/ʔ - i - ²¹	18187
6856	Maru	urine	150	i̱k⁵⁵	ˀ/ʔ i k ⁵⁵	i n c t	ˀ/ʔ - i k ⁵⁵	18187
8490	Bola	urine	150	i̱³⁵	ˀ/ʔ i ³⁵	i n t	ˀ/ʔ - i - ³⁵	18187
10214	Lashi	urine	150	je̱i⁵⁵	ˀ/ʔ j ei ⁵⁵	i m n t	ˀ/ʔ j ei - ⁵⁵	18187
11907	Old_Burmese	urine	150	chiḥ	tɕh i ⁵⁵	i n t	tɕh - i - ⁵⁵	18187
#
658	Rangoon	use	656	ɑ⁵³tθõ⁵⁵	/ʔ ɑ ⁵³ + tθ õ ∼ ⁵⁵	i n t + i n c t	/ʔ ɑ ⁵³ + tθ õ ∼ ⁵⁵	18200 18198
5587	Atsi	use	656	tʃhuŋ⁵¹tʃaŋ²¹	tʃʰ u ŋ ⁵¹ + tʃ a ŋ ²¹	i n c t + i n c t	tʃʰ u ŋ ⁵¹ + tʃ a ŋ ²¹	18197 18198
8971	Bola	use	656	tʃhɿ⁵⁵tʃɔ̃³¹	tʃh ɿ ⁵⁵ + tʃ ɔ̃ ∼ ³¹	i n t + i n c t	tʃh ɿ ⁵⁵ + tʃ ɔ̃ ∼ ³¹	18199 18198
10639	Lashi	use	656	tʃhɿ̄³³tʃaŋ³³	tʃh ɿ̄ ³³ + tʃ a ŋ ³³	i n t + i n c t	tʃh ɿ̄ ³³ + tʃ a ŋ ³³	18199 18198
#
1699	Rangoon	use or lean on (a walking stic	1683	thɑuʔ⁴	tʰ ɑ u ʔ ⁴	i n N c t	tʰ ɑ u ʔ ⁴	18206
3401	Achang_Longchuan	use or lean on (a walking stic	1683	thu⁵⁵ʐaŋ³¹	tʰ u ⁵⁵ + ʐ a ŋ ³¹	i n t + i n c t	tʰ u - - ⁵⁵ + ʐ a ŋ ³¹	18206 18207
4859	Xiandao	use or lean on (a walking stic	1683	thuʔ⁵⁵	th u ʔ ⁵⁵	i n c t	th u - ʔ ⁵⁵	18206
6634	Atsi	use or lean on (a walking stic	1683	thuʔ⁵⁵	tʰ u ʔ ⁵⁵	i n c t	tʰ u - ʔ ⁵⁵	18206
8265	Maru	use or lean on (a walking stic	1683	thauk⁵⁵	th au k ⁵⁵	i n c t	th au - k ⁵⁵	18206
9993	Bola	use or lean on (a walking stic	1683	thauʔ⁵⁵	th au ʔ ⁵⁵	i n c t	th au - ʔ ⁵⁵	18206
11899	Old_Burmese	use or lean on (a walking stic	1683	tho₂k	th ʊ k ⁴	i n c t	th ʊ - k ⁴	18206
#
962	Rangoon	used / old	958	hɑ̃u⁵⁵	h ɑ̃ u ∼ ⁵⁵	i n N c t	h ɑ̃ u ∼ ⁵⁵	18218
2719	Achang_Longchuan	used / old	958	tʂhau³¹	tʂʰ au ³¹	i n t	tʂʰ au - ³¹	18215
4273	Xiandao	used / old	958	tʂhau³¹	tʂh au ³¹	i n t	tʂh au - ³¹	18215
5894	Atsi	used / old	958	a²¹tshau²¹	/ʔ a ²¹ + tsʰ a u ²¹	i n t + i n N t	/ʔ a ²¹ + tsʰ a u ²¹	18216 18217
7589	Maru	used / old	958	tshuk⁵⁵	tsh u k ⁵⁵	i n c t	tsh u k ⁵⁵	18215
9273	Bola	used / old	958	tʃhau³⁵	tʃh au ³⁵	i n t	tʃh au - ³⁵	18215
10913	Lashi	used / old	958	tshaːu⁵⁵	tsh aːu ⁵⁵	i n t	tsh aːu - ⁵⁵	18215
#
138	Rangoon	uvula	138	ɕɑ²²khĩ²²	ɕ ɑ ²² + kʰ ĩ ∼ ²²	i n t + i n c t	ɕ ɑ ²² + kʰ - ĩ ∼ ²²	18230 18224
1960	Achang_Longchuan	uvula	138	khən³¹tuŋ³¹len⁵¹	kʰ ə n ³¹ + t u ŋ ³¹ + l e n ⁵¹	i n c t + i n c t + i n c t	kʰ - ə n ³¹ + t u ŋ ³¹ + l e n ⁵¹	18224 18225 18226
3616	Xiandao	uvula	138	khʐoŋ³¹tʐɔʔ³⁵	khʐ o ŋ ³¹ + tʐ ɔ ʔ ³⁵	i n c t + i n c t	khʐ - o ŋ ³¹ + tʐ ɔ ʔ ³⁵	18224 18231
5072	Atsi	uvula	138	khjuŋ²¹tsui⁵¹	kʰ j u ŋ ²¹ + ts u i ⁵¹	i m n c t + i m n t	kʰ j u ŋ ²¹ + ts u i ⁵¹	18224 18227
6846	Maru	uvula	138	khjauŋ³⁵saŋ³⁵	kh j au ŋ ³⁵ + s a ŋ ³⁵	i m n c t + i n c t	kh j au ŋ ³⁵ + s a ŋ ³⁵	18224 18229
8480	Bola	uvula	138	khjauŋ³¹tui⁵⁵	khj au ŋ ³¹ + t ui ⁵⁵	i n c t + i n t	khj - au ŋ ³¹ + t ui ⁵⁵	18224 18228
#
25	Rangoon	valley	25	ɕo²²m̥jɑ̃u²²	ɕ o ²² + m̥ j ɑ̃ u ∼ ²²	i n t + i m n N c t	ɕ o ²² + m̥ j ɑ̃ u ∼ ²²	18242 18243
1856	Achang_Longchuan	valley	25	xui³¹uaŋ³¹	x ui ³¹ + /ʔ ua ŋ ³¹	i n t + i n c t	x ui ³¹ + /ʔ ua ŋ ³¹	18238 18239
3521	Xiandao	valley	25	a³¹khʐoʔ⁵⁵	/ʔ a ³¹ + khʐ o ʔ ⁵⁵	i n t + i n c t	/ʔ a ³¹ + khʐ o ʔ ⁵⁵	18244 18245
4962	Atsi	valley	25	vui⁵¹khuŋ²¹	v u i ⁵¹ + kʰ u ŋ ²¹	i m n t + i n c t	v u i ⁵¹ + kʰ u ŋ ²¹	18240 18239
6750	Maru	valley	25	lɔ̃³⁵khauŋ²¹	l ɔ̃ ∼ ³⁵ + kh au ŋ ²¹	i n c t + i n c t	l ɔ̃ ∼ ³⁵ + kh au ŋ ²¹	18733 18239
8376	Bola	valley	25	lɔ̃³¹khauŋ³⁵	l ɔ̃ ∼ ³¹ + kh au ŋ ³⁵	i n c t + i n c t	l ɔ̃ ∼ ³¹ + kh au ŋ ³⁵	18733 18239
#
527	Rangoon	vat / jar	525	sĩ⁵³o⁵⁵	s ĩ ∼ ⁵³ + /ʔ o ⁵⁵	i n c t + i n t	s ĩ ∼ ⁵³ + /ʔ o ⁵⁵	18252 18253
2312	Achang_Longchuan	vat / jar	525	əŋ³⁵	/ʔ ə ŋ ³⁵	i n c t	/ʔ - ə ŋ ³⁵	18251
3926	Xiandao	vat / jar	525	jam³¹	/ʔ j a m ³¹	i m n c t	/ʔ j a m ³¹	18251
5457	Atsi	vat / jar	525	vuŋ⁵⁵	v u ŋ ⁵⁵	i n c t	v - u ŋ ⁵⁵	18251
7193	Maru	vat / jar	525	jɛ̃³⁵	/ʔ j ɛ̃ ∼ ³⁵	i m n c t	/ʔ j ɛ̃ ∼ ³⁵	18251
8845	Bola	vat / jar	525	vuŋ³⁵	v u ŋ ³⁵	i n c t	v - u ŋ ³⁵	18251
10536	Lashi	vat / jar	525	jam³³	/ʔ j a m ³³	i m n c t	/ʔ j a m ³³	18251
#
395	Rangoon	vegetable	393	hĩ⁵⁵tθi⁵⁵hĩ⁵⁵jwɛʔ⁴	h ĩ ∼ ⁵⁵ + tθ i ⁵⁵ + h ĩ ∼ ⁵⁵ + /ʔ ɥ ɛ ʔ ⁴	i n c t + i n t + i n c t + i m n c t	h ĩ ∼ ⁵⁵ + tθ i ⁵⁵ + h ĩ ∼ ⁵⁵ + /ʔ ɥ ɛ ʔ ⁴	18260 18263 18264 18265
2190	Achang_Longchuan	vegetable	393	uaŋ³¹	/ʔ ua ŋ ³¹	i n c t	/ʔ ua ŋ ³¹	18260
3833	Xiandao	vegetable	393	ɔŋ³¹	/ʔ ɔ ŋ ³¹	i n c t	/ʔ ɔ ŋ ³¹	18260
5328	Atsi	vegetable	393	tsaŋ²¹sun²¹	ts a ŋ ²¹ + s u n ²¹	i n c t + i n c t	ts a ŋ ²¹ + s u n ²¹	18261 18260
7077	Maru	vegetable	393	tshum³⁵	tsh u m ³⁵	i n c t	tsh u m ³⁵	18261
8719	Bola	vegetable	393	tɔ̃³¹thɔn³⁵	t ɔ̃ ∼ ³¹ + th ɔ n ³⁵	i n c t + i n c t	t ɔ̃ ∼ ³¹ + th ɔ n ³⁵	18261 18262
10426	Lashi	vegetable	393	tshɔn⁵⁵	tsh ɔ n ⁵⁵	i n c t	tsh ɔ n ⁵⁵	18261
#
915	Rangoon	vertical	912	dɑ̃u²²	d ɑ̃ u ∼ ²²	i n N c t	d ɑ̃ u ∼ ²²	18275
2671	Achang_Longchuan	vertical	912	ʑe³¹	ʑ e ³¹	i n t	ʑ e ³¹	8811
4227	Xiandao	vertical	912	a³¹ɛ³¹	/ʔ a ³¹ + /ʔ ɛ ³¹	i n t + i n t	/ʔ a ³¹ + /ʔ ɛ ³¹	8811 18276
5846	Atsi	vertical	912	a²¹tsu̱ŋ⁵¹	/ʔ a ²¹ + ˀts u ŋ ⁵¹	i n t + i n c t	/ʔ a ²¹ + ˀts u ŋ ⁵¹	8811 18274
7545	Maru	vertical	912	tsauŋ⁵⁵	ts au ŋ ⁵⁵	i n c t	ts au ŋ ⁵⁵	18274
9226	Bola	vertical	912	tsauŋ³⁵	ts au ŋ ³⁵	i n c t	ts au ŋ ³⁵	18274
10872	Lashi	vertical	912	tsɔ̱ːŋ³³	ˀts ɔː ŋ ³³	i n c t	ˀts ɔː ŋ ³³	18274
#
677	Rangoon	vicinity / nearby	674	ɑ⁵³nɑ⁵⁵	/ʔ ɑ ⁵³ + /ʔ n ɑ ⁵⁵	i n t + i m n t	/ʔ ɑ ⁵³ + /ʔ n ɑ ⁵⁵	9371 18287
2446	Achang_Longchuan	vicinity / nearby	674	a³¹ne⁵¹	/ʔ a ³¹ + n e ⁵¹	i n t + i n t	/ʔ a ³¹ + n e ⁵¹	9371 18284
4021	Xiandao	vicinity / nearby	674	ʐɔ⁵⁵mɔ⁵⁵	ʐ ɔ ⁵⁵ + m ɔ ⁵⁵	i n t + i n t	ʐ ɔ ⁵⁵ + m ɔ ⁵⁵	18288 18289
5606	Atsi	vicinity / nearby	674	tʃa̱ŋ⁵⁵jam⁵¹	ˀtʃ a ŋ ⁵⁵ + /ʔ j a m ⁵¹	i n c t + i m n c t	ˀtʃ a ŋ ⁵⁵ + /ʔ j a m ⁵¹	10837 18286
7317	Maru	vicinity / nearby	674	jɛ̃³¹	/ʔ j ɛ̃ ∼ ³¹	i m n c t	/ʔ j ɛ̃ ∼ ³¹	18286
8986	Bola	vicinity / nearby	674	tʃɔ̱̃³⁵jɛ̃⁵⁵	ˀtʃ ɔ̃ ∼ ³⁵ + /ʔ j ɛ̃ ∼ ⁵⁵	i n c t + i m n c t	ˀtʃ ɔ̃ ∼ ³⁵ + /ʔ j ɛ̃ ∼ ⁵⁵	10837 18286
10653	Lashi	vicinity / nearby	674	a³¹nam³¹	/ʔ a ³¹ + n a m ³¹	i n t + i n c t	/ʔ a ³¹ + n - a m ³¹	9371 18286
#
65	Rangoon	village	65	jwɑ²²	/ʔ ɥ ɑ ²²	i m n t	/ʔ ɥ ɑ ²²	18297
1890	Achang_Longchuan	village	65	o⁵⁵	/ʔ o ⁵⁵	i n t	/ʔ - o ⁵⁵	18297
3550	Xiandao	village	65	o⁵⁵	/ʔ o ⁵⁵	i n t	/ʔ - o ⁵⁵	18297
5001	Atsi	village	65	va⁵¹	v a ⁵¹	i n t	v - a ⁵¹	18297
6785	Maru	village	65	vɔ³¹	v ɔ ³¹	i n t	v - ɔ ³¹	18297
8412	Bola	village	65	va⁵⁵	v a ⁵⁵	i n t	v - a ⁵⁵	18297
10142	Lashi	village	65	wo³¹	/ʔ w o ³¹	i m n t	/ʔ w o ³¹	18297
11866	Old_Burmese	village	65	ro₁	r o ²²	i n t	r o ²²	18298
#
1601	Rangoon	violate / breach	1586	phɑuʔ⁴phjɛʔ⁴	pʰ ɑ u ʔ ⁴ + pʰ j ɛ ʔ ⁴	i n N c t + i m n c t	pʰ ɑ u ʔ ⁴ + pʰ j ɛ ʔ ⁴	18309 18310
6536	Atsi	violate / breach	1586	ʃut⁵⁵ʃai⁵¹	ʃ u t ⁵⁵ + ʃ a i ⁵¹	i n c t + i n N t	ʃ u t ⁵⁵ + ʃ a i ⁵¹	19339 18307
9897	Bola	violate / breach	1586	la̱ʔ⁵⁵ʃɔt⁵⁵	ˀl a ʔ ⁵⁵ + ʃ ɔ t ⁵⁵	i n c t + i n c t	ˀl a ʔ ⁵⁵ + ʃ ɔ t ⁵⁵	18308 19339
#
315	Rangoon	vulture (cinereous)	313	lĩ⁵⁵tɑ⁵³	l ĩ ∼ ⁵⁵ + t ɑ ⁵³	i n c t + i n t	l ĩ ∼ ⁵⁵ + t ɑ ⁵³	908 18314
5249	Atsi	vulture (cinereous)	313	laŋ²¹ta²¹	l a ŋ ²¹ + t a ²¹	i n c t + i n t	l a ŋ ²¹ + t a ²¹	908 18314
#
97	Rangoon	waist	97	kha⁵⁵	kʰ a ⁵⁵	i n t	kʰ a ⁵⁵	18321
1921	Achang_Longchuan	waist	97	taŋ³¹tshin⁵⁵	t a ŋ ³¹ + tsʰ i n ⁵⁵	i n c t + i n c t	t a ŋ ³¹ + tsʰ i n ⁵⁵	18318 18319
3580	Xiandao	waist	97	tshin⁵⁵tshin⁵⁵	tsh i n ⁵⁵ + tsh i n ⁵⁵	i n c t + i n c t	tsh i n ⁵⁵ + tsh i n ⁵⁵	18319 18322
5033	Atsi	waist	97	phji²¹ tum²¹	pʰ j i ²¹ + t u m ²¹	i m n t + i n c t	pʰ j i - ²¹ + t u m ²¹	18320 18319
6814	Maru	waist	97	phjik⁵⁵tam³¹	ph j i k ⁵⁵ + t a m ³¹	i m n c t + i n c t	ph j i k ⁵⁵ + t a m ³¹	18320 18319
8444	Bola	waist	97	phi³¹tam³¹	ph i ³¹ + t a m ³¹	i n t + i n c t	ph - i - ³¹ + t a m ³¹	18320 18319
10171	Lashi	waist	97	phji⁵⁵tɔm³³	ph j i ⁵⁵ + t ɔ m ³³	i m n t + i n c t	ph j i - ⁵⁵ + t ɔ m ³³	18320 18319
#
1169	Rangoon	wait	1164	sɑ̃u⁵³	s ɑ̃ u ∼ ⁵³	i n N c t	s ɑ̃ u ∼ ⁵³	7522
2910	Achang_Longchuan	wait	1164	luaŋ³⁵	l ua ŋ ³⁵	i n c t	l ua ŋ ³⁵	18332
4428	Xiandao	wait	1164	lɔŋ³⁵	l ɔ ŋ ³⁵	i n c t	l ɔ ŋ ³⁵	18332
6103	Atsi	wait	1164	laŋ⁵⁵ to̱²¹	l a ŋ ⁵⁵ + ˀt o ²¹	i n c t + i n t	l a ŋ ⁵⁵ + ˀt o ²¹	18332 4415
7769	Maru	wait	1164	lɔ̃⁵⁵	l ɔ̃ ∼ ⁵⁵	i n c t	l ɔ̃ ∼ ⁵⁵	18332
9475	Bola	wait	1164	lɔ̃³⁵ta̱³¹	l ɔ̃ ∼ ³⁵ + ˀt a ³¹	i n c t + i n t	l ɔ̃ ∼ ³⁵ + ˀt a ³¹	18332 4415
11083	Lashi	wait	1164	laːŋ⁵⁵tɔ⁵⁵	l aː ŋ ⁵⁵ + t ɔ ⁵⁵	i n c t + i n t	l aː ŋ ⁵⁵ + t ɔ ⁵⁵	18332 4415
12098	Old_Burmese	wait	1164	co₂ṅʔ	tɕ ʊ ŋ ⁵³	i n c t	tɕ ʊ - ŋ ⁵³	7522
12099	Old_Burmese	wait	1164	laṅʔ	l a ŋ ⁵³	i n c t	l a ŋ ⁵³	18332
#
1635	Rangoon	wake up	1620	no⁵⁵	n o ⁵⁵	i n t	n o - ⁵⁵	18347
3341	Achang_Longchuan	wake up	1620	pa⁵⁵	p a ⁵⁵	i n t	p a ⁵⁵	15883
4805	Xiandao	wake up	1620	pa⁵⁵	p a ⁵⁵	i n t	p a ⁵⁵	15883
6570	Atsi	wake up	1620	pun²¹	p u n ²¹	i n c t	p u n ²¹	13145
8202	Maru	wake up	1620	pum³⁵	p u m ³⁵	i n c t	p u m ³⁵	13145
9930	Bola	wake up	1620	pɔn³¹	p ɔ n ³¹	i n c t	p ɔ n ³¹	13145
11911	Old_Burmese	wake up	1620	nhuiwḥ	n̥ ə w ⁵⁵	i n c t	n̥ ə w ⁵⁵	18347
#
1711	Rangoon	walk	1695	tθwɑ⁵⁵	tθ w ɑ ⁵⁵	i m n t	tθ w ɑ ⁵⁵	18355
3412	Achang_Longchuan	walk	1695	so³¹	s o ³¹	i n t	s o ³¹	18353
4869	Xiandao	walk	1695	so³¹	s o ³¹	i n t	s o ³¹	18353
6646	Atsi	walk	1695	so²¹	s o ²¹	i n t	s o ²¹	18353
8277	Maru	walk	1695	su³⁵	s u ³⁵	i n t	s u ³⁵	18353
10004	Bola	walk	1695	sɔ³⁵	s ɔ ³⁵	i n t	s ɔ ³⁵	18353
11538	Lashi	walk	1695	sɔ̱ː⁵⁵	ˀs ɔː ⁵⁵	i n t	ˀs ɔː ⁵⁵	18353
11774	Old_Burmese	walk	1695	lhyo₂k	l̥j ʊ k ⁴	i n c t	l̥j ʊ k ⁴	18354
#
12051	Old_Burmese	wall	1878	nam◦ram	n a m ²² + r a m ²²	i n c t + i n c t	n a m ²² + r a m ²²	18362 18363
#
3434	Achang_Longchuan	wall (note:+earthen)	1718	tʂhaŋ³¹	tʂʰ a ŋ ³¹	i n c t	tʂʰ - a ŋ ³¹	18365
4891	Xiandao	wall (note:+earthen)	1718	tshiaŋ³¹	tsh i a ŋ ³¹	i m n c t	tsh i a ŋ ³¹	18365
6670	Atsi	wall (note:+earthen)	1718	tshĕ⁵⁵vam⁵¹	tsʰ ĕ ⁵⁵ + v a m ⁵¹	i n t + i n c t	tsʰ ĕ ⁵⁵ + v - a m ⁵¹	18366 18367
8301	Maru	wall (note:+earthen)	1718	tshə̆³¹ɣɛ̃³¹	tsh ə̆ ³¹ + ɣ ɛ̃ ∼ ³¹	i n t + i n c t	tsh ə̆ ³¹ + ɣ - ɛ̃ ∼ ³¹	18368 18367
10028	Bola	wall (note:+earthen)	1718	tsɑ̱̆i³⁵tshaŋ³¹	ˀts ɑ̆i ³⁵ + tsh a ŋ ³¹	i n t + i n c t	ˀts ɑ̆i ³⁵ + tsh - a ŋ ³¹	18366 18365
11560	Lashi	wall (note:+earthen)	1718	tshə̆⁵³jam³¹	tsh ə̆ ⁵³ + /ʔ j a m ³¹	i n t + i m n c t	tsh ə̆ ⁵³ + /ʔ j a m ³¹	18368 18367
#
377	Rangoon	walnut	375	tθiʔ⁴tɕɑ⁵⁵tθi⁵⁵	tθ i ʔ ⁴ + tɕ ɑ ⁵⁵ + tθ i ⁵⁵	i n c t + i n t + i n t	tθ i ʔ ⁴ + tɕ ɑ ⁵⁵ + tθ i ⁵⁵	18380 18381 18382
